sp,period,habitat,evolR,FAD,LAD,floodageMinHi,floodageMinLo,floodageMaxHi,floodageMaxLo,disO2ageMinHi,disO2ageMinLo,disO2ageMaxHi,disO2ageMaxLo,pcShallageMin,pcShallageMax,CO2ageMinHi,CO2ageMinLo,CO2ageMaxHi,CO2ageMaxLo,O2ageMinHi,O2ageMinLo,O2ageMaxHi,O2ageMaxLo,subFluxageMinHi,subFluxageMinLo,subFluxageMaxHi,subFluxageMaxLo,SLageMinHi,SLageMinLo,SLageMaxHi,SLageMaxLo,SSTageMinHi,SSTageMinLo,SSTageMaxHi,SSTageMaxLo
Garnbergia_ommata,Middle_Triassic_(late_Anisian),freshwater,1.9835,243.7333333,242,66.14457297,56.74698609,68.23293447,56.22489572,218.1724929,143.4291566,216.016441,141.9917795,14.2964482,14.20081943,1332.075507,354.7170527,1486.792416,501.8866195,38.80596961,29.99999905,38.50746245,35.59701227,1.250000119,1.233333068,1.274999742,1.250000119,54.6902714,44.77877677,48.49558135,48.49558135,34.51219563,27.31707249,29.63414731,25.73170771
Hainbergia_granulata,Middle_Triassic_(late_Anisian),freshwater,1.73,243.7333333,242,66.14457297,56.74698609,68.23293447,56.22489572,218.1724929,143.4291566,216.016441,141.9917795,14.2964482,14.20081943,1332.075507,354.7170527,1486.792416,501.8866195,38.80596961,29.99999905,38.50746245,35.59701227,1.250000119,1.233333068,1.274999742,1.250000119,54.6902714,44.77877677,48.49558135,48.49558135,34.51219563,27.31707249,29.63414731,25.73170771
Luopingcoelacanthus_eurylacrimalis,Middle_Triassic_(late_Pelsonian_middle–late_Anisian),marine ,3.6652,245.4666667,242,65.10040219,57.79116684,68.23293447,56.22489572,221.765922,146.3039109,216.016441,141.9917795,14.3442635,14.20081943,1260.377343,313.2075363,1486.792416,501.8866195,39.10447819,29.99999905,38.50746245,35.59701227,1.233333068,1.208333446,1.274999742,1.250000119,65.2212256,53.4513523,48.49558135,48.49558135,28.78048792,20.121954,29.63414731,25.73170771
Moenkopia_wellesi ,Middle_Triassic_(late_Anisian),freshwater ,1.4033,243.7333333,242,66.14457297,56.74698609,68.23293447,56.22489572,218.1724929,143.4291566,216.016441,141.9917795,14.2964482,14.20081943,1332.075507,354.7170527,1486.792416,501.8866195,38.80596961,29.99999905,38.50746245,35.59701227,1.250000119,1.233333068,1.274999742,1.250000119,54.6902714,44.77877677,48.49558135,48.49558135,34.51219563,27.31707249,29.63414731,25.73170771
Yunnancoelacanthus_acrotuberculatus,Middle_Triassic_(late_Pelsonian_middle–late_Anisian),marine ,1.7691,245.4666667,242,65.10040219,57.79116684,68.23293447,56.22489572,221.765922,146.3039109,216.016441,141.9917795,14.3442635,14.20081943,1260.377343,313.2075363,1486.792416,501.8866195,39.10447819,29.99999905,38.50746245,35.59701227,1.233333068,1.208333446,1.274999742,1.250000119,65.2212256,53.4513523,48.49558135,48.49558135,28.78048792,20.121954,29.63414731,25.73170771
Foreyia_maxkuhni ,Middle_Triassic_(early_Ladinian),marine ,4.6556,242,240.3333333,68.23293447,56.22489572,68.75501488,55.96385551,216.016441,141.9917795,214.5790638,143.4291566,14.20081943,14.10519247,1486.792416,501.8866195,1724.528285,728.30198,38.50746245,35.59701227,38.20895244,29.55223902,1.274999742,1.250000119,1.291666792,1.266666534,48.49558135,48.49558135,44.15931721,36.10620124,29.63414731,25.73170771,29.51219796,24.63414963
Heptanema_paradoxum,Middle_Triassic_(Ladinian),marine,3.3508,242,239.51,68.23293447,56.22489572,68.49397467,55.44176514,216.016441,141.9917795,217.4537907,152.0533371,14.20081943,13.81830615,1486.792416,501.8866195,1943.396232,1124.528357,38.50746245,35.59701227,38.13432814,29.55223902,1.274999742,1.250000119,1.266666534,1.241666276,48.49558135,48.49558135,39.20354626,33.00885621,29.63414731,25.73170771,28.53658457,19.87804135
Alcoveria_brevis,Middle_Triassic_(Ladinian),,1.6315,242,237,68.23293447,56.22489572,67.44979393,55.18072493,216.016441,141.9917795,217.4537907,152.0533371,14.20081943,13.81830615,1486.792416,501.8866195,1943.396232,1124.528357,38.50746245,35.59701227,38.13432814,29.55223902,1.274999742,1.250000119,1.266666534,1.241666276,48.49558135,48.49558135,39.20354626,33.00885621,29.63414731,25.73170771,28.53658457,19.87804135
Ticinepomis_peyeri,Middle_Triassic_(Ladinian),marine ,2.4862,242,237,68.23293447,56.22489572,67.44979393,55.18072493,216.016441,141.9917795,217.4537907,152.0533371,14.20081943,13.81830615,1486.792416,501.8866195,1943.396232,1124.528357,38.50746245,35.59701227,38.13432814,29.55223902,1.274999742,1.250000119,1.266666534,1.241666276,48.49558135,48.49558135,39.20354626,33.00885621,29.63414731,25.73170771,28.53658457,19.87804135
Chinlea_sorenseni,Upper_Triassic_(Carnian),freshwater ,2.8224,237,227,67.44979393,55.18072493,67.44979393,57.79116684,217.4537907,152.0533371,261.2936422,193.0184892,13.81830615,13.77049267,1943.396232,1124.528357,2196.226317,1796.226377,38.13432814,29.55223902,36.49253803,28.35821037,1.266666534,1.241666276,1.141666514,1.125000099,39.20354626,33.00885621,49.1150409,39.82300582,28.53658457,19.87804135,25.60975837,18.41463522
Guizhoucoelacanthus_guanlingensis,Middle-Upper_Triassic_(Ladinian-Carnian),marine,1.4645,242,227,68.23293447,56.22489572,67.44979393,57.79116684,216.016441,141.9917795,261.2936422,193.0184892,14.20081943,13.77049267,1486.792416,501.8866195,2196.226317,1796.226377,38.50746245,35.59701227,36.49253803,28.35821037,1.274999742,1.250000119,1.141666514,1.125000099,48.49558135,48.49558135,49.1150409,39.82300582,29.63414731,25.73170771,25.60975837,18.41463522
Whiteia_oishoii,Upper_Triassic_(earliest_Carnian_to_late_Norian),marine ,1.1899,237,208.5,67.44979393,55.18072493,59.61846821,51.00401191,217.4537907,152.0533371,268.4805004,198.0492954,13.81830615,13.05327959,1943.396232,1124.528357,1807.54703,1483.018889,38.13432814,29.55223902,33.58208928,25.2238816,1.266666534,1.241666276,1.183333188,1.166666773,39.20354626,33.00885621,21.23893565,15.04424559,28.53658457,19.87804135,27.31707249,16.95122445
Atacamaia_solitaria,Lower_Jurassic_(lower-to-middle_Sinemurian),marine ,1.6786,199.3,193.633,58.83533763,56.74698609,57.53011667,53.87550398,216.7351158,159.2401953,157.8028731,98.15192803,13.24453531,10.13661195,2030.188648,1728.301884,2132.075459,1603.773623,31.8656706,24.10447867,29.92537333,22.38806142,1.166666773,1.125000099,1.091666634,1.058333168,59.64604235,50.97346682,56.54869733,46.63715543,22.92682155,18.17073653,23.90243959,19.14634526
Diplurus_newarki,Lower_Jurassic_(Sinemurian),freshwater ,0.7837,199.3,190.8,58.83533763,56.74698609,56.74698609,51.52610228,216.7351158,159.2401953,142.7104818,75.15400371,13.24453531,9.849723799,2030.188648,1728.301884,1996.226401,1396.226473,31.8656706,24.10447867,29.25373043,21.86567281,1.166666773,1.125000099,1.04999996,1.008333287,59.64604235,50.97346682,51.59292638,44.77877677,22.92682155,18.17073653,21.46341543,19.75610131
Holophagus_gulo,Lower_Jurassic_(Sinemurian),,2.0943,199.3,190.8,58.83533763,56.74698609,56.74698609,51.52610228,216.7351158,159.2401953,142.7104818,75.15400371,13.24453531,9.849723799,2030.188648,1728.301884,1996.226401,1396.226473,31.8656706,24.10447867,29.25373043,21.86567281,1.166666773,1.125000099,1.04999996,1.008333287,59.64604235,50.97346682,51.59292638,44.77877677,22.92682155,18.17073653,21.46341543,19.75610131
Trachymetopon_liassicum,Lower_Jurassic_(Lower_Toarcian),marine ,1.4484,182.7,179.8333333,55.70280535,43.17268618,58.83533763,43.43373635,150.6160149,90.24639497,156.3654959,99.58933257,8.702185783,8.797814559,1596.226425,1200.000048,1671.698116,1162.264203,28.65671611,21.71641852,30.07462762,23.50746434,1.116666256,1.083333426,1.158332929,1.125000099,24.95574023,23.09736157,32.38939665,24.95574023,19.39024396,18.29268588,27.80486988,25.24390567
Indocoelacanthus_robustus,Lower_Jurassic_(Toarcian),,0.706,182.7,174.1,55.70280535,43.17268618,67.18875372,49.43775074,150.6160149,90.24639497,157.0841982,107.4948656,8.702185783,10.32786585,1596.226425,1200.000048,1686.79244,1264.151014,28.65671611,21.71641852,30.22388191,23.73134436,1.116666256,1.083333426,1.233333068,1.17499998,24.95574023,23.09736157,90.61946901,70.17699655,19.39024396,18.29268588,28.29268588,22.43902416
Swenzia_latimerae,Lower_Upper_Jurassic_(late_Oxfordian),marine ,2.2796,159.3666667,157.3,76.5863406,72.93172791,75.02007944,68.49397467,185.831631,135.5236236,191.1067446,139.2292786,14.58333453,12.91023819,1547.169855,924.5284051,1639.22415,882.7585952,29.77611903,23.28358148,29.85646016,23.61244064,1.416666812,1.358333088,1.456175357,1.39243009,212.6548678,174.2477848,207.317071,169.5121893,23.41463755,20,24.48275718,15.97700812
Lualabaea_lerichei,Upper_Jurassic_(Kimmeridgian),,2.3322,157.3,152.1,75.02007944,68.49397467,71.88754716,55.96385551,191.7984336,138.5375632,197.3320247,140.6126565,13.0575029,10.94670006,1639.22415,878.8791958,1588.793068,1014.655065,29.76378,23.59842559,30.25984349,24.2362219,1.444881833,1.389763966,1.523621986,1.460629623,203.1409157,168.6757269,170.4584048,140.1528129,24.91329281,15.89595225,20.40462474,18.55491544
Parnaibaia_maranhaoensis,Upper_Jurassic_(Oxfordian_to_Kimmeridgian),freshwater ,0.807,163.5,152.1,77.36948114,71.10441658,71.88754716,55.96385551,173.1225405,126.7786656,197.3320247,140.6126565,14.28471189,10.85382503,1542.241386,1131.034381,1400,1075.471787,29.76378,23.45669277,30.37313336,24.5522387,1.358267785,1.311023814,1.574999662,1.500000159,200.1697783,162.7334523,158.1416001,130.8849544,20.98265944,19.59536644,19.87804135,19.26828531
Undina_cirinensis,Upper_Jurassic_(late_Kimmeridgian),laguna,1.4821,153.8333333,152.1,72.93172791,59.09638779,71.88754716,55.96385551,196.6403357,142.6877763,197.3320247,140.6126565,11.18852484,10.94670006,1244.937681,563.1314646,1588.793068,1014.655065,30.14353984,24.04306154,30.25984349,24.2362219,1.496015997,1.43227073,1.523621986,1.460629623,182.317081,149.3902433,170.4584048,140.1528129,23.79309937,18.16091797,20.40462474,18.55491544
Libys_polypterus,Upper_Jurassic_(early_Tithonian),marine ,2.7479,152.1,149.7333333,71.88754716,55.96385551,70.58232621,53.87550398,197.3320247,140.6126565,194.4558663,139.1170527,10.94670006,10.85382503,1191.90065,568.6060689,1400,1075.471787,30.21531182,24.18660276,30.37313336,24.5522387,1.519920016,1.464143363,1.574999662,1.500000159,173.7804865,140.243902,158.1416001,130.8849544,20.68965453,18.62068984,19.87804135,19.26828531
Macropoma_willemoesii,Upper_Jurassic_(early_Tithonian),marine ,1.5058,152.1,149.7333333,71.88754716,55.96385551,70.58232621,53.87550398,197.0414334,141.1242608,192.2090813,137.6725845,10.94395332,10.78908449,1535.74665,1014.479744,1568.325802,863.8009892,30.21531182,24.18660276,30.37313336,24.61722366,1.519920016,1.464143363,1.559760656,1.48804799,169.5121893,140.243902,159.1463313,132.9268244,20.68965453,18.62068984,19.99999671,18.96551218
Undina_penicillata,Upper_Jurassic_(late_Kimmeridgian-early_Tithonian),marine ,0.7832,153.8333333,149.7333333,72.93172791,59.09638779,70.58232621,53.87550398,196.6403357,142.6877763,194.4558663,139.1170527,11.18852484,10.85382503,1244.937681,563.1314646,1400,1075.471787,30.14353984,24.04306154,30.37313336,24.5522387,1.496015997,1.43227073,1.574999662,1.500000159,182.317081,149.3902433,158.1416001,130.8849544,23.79309937,18.16091797,19.87804135,19.26828531
